Date,City,Latitude,Longitude,Humidity,Cloudiness,Wind Speed,Max Temp
1653636198,Bethel,41.3712,-73.414,90,100,1.96,290.73
1653636233,Clarence Town,-32.5833,151.7833,87,5,1.25,291.96
1653636234,Palmer,42.1584,-72.3287,78,100,3.09,290.51
1653636234,Flinders,-34.5833,150.8552,79,2,0.89,292.14
1653636234,Edelira,-26.75,-55.2667,98,72,1.82,288.66
1653636235,Luau,-10.7073,22.2247,36,0,2.54,292.69
1653636235,Brae,60.3964,-1.353,77,28,8.67,282.23
1653636236,Camocim,-2.9022,-40.8411,91,21,3.44,296.34
1653636236,Tual,-5.6667,132.75,71,26,5.84,302.09
1653636236,Gebre Guracha,9.8,38.4,32,11,2.12,294.55
1653636237,Plastun,44.7561,136.2939,97,100,2.22,284.31
1653636237,Bumba,2.1833,22.4667,67,3,1.55,299.75
1653636237,Nsoko,-27.0333,31.95,88,96,1.14,291.74
1653636238,Lumby,50.2498,-118.969,76,100,4.12,289.02
1653636109,Kavaratti,10.5669,72.642,73,100,3.33,301.67
1653636238,Baiyin,36.5583,104.2081,16,100,3.35,298.16
1653636238,Nioki,-2.7167,17.6833,91,98,0.78,295.78
1653636239,Nyagan,62.1406,65.3936,51,100,5.51,295.87
1653636239,Lüderitz,-26.6481,15.1594,62,0,2.61,290.1
1653636240,Margate,51.3813,1.3862,77,100,7.97,288.88
1653636240,Maningrida,-12.0667,134.2667,50,100,3.84,302.94
1653636240,Berdigestyakh,62.0989,126.6992,41,99,3.66,285.6
1653636241,Los Llanos de Aridane,28.6585,-17.9182,81,75,3.6,291.01
1653636241,Sorong,-0.8833,131.25,73,66,2.71,302.09
1653636241,Pevek,69.7008,170.3133,83,95,5.27,272.17
1653636242,Abaeté,-19.16,-45.4458,84,81,0.72,286.94
1653636242,Goedereede,51.8175,3.9806,72,59,2.68,289.26
1653636243,Saint-Ambroise,48.5501,-71.3324,99,100,1.72,283.47
1653636243,Henties Bay,-22.116,14.2845,79,0,1.67,288.94
1653636070,Whitehorse,60.7161,-135.0538,70,20,2.57,278.6
1653636244,Kushmurun,52.4503,64.6311,44,78,6.56,290.03
1653636244,Linxia Chengguanzhen,35.6003,103.2064,36,100,1.91,292.17
1653636244,Pitimbu,-7.4706,-34.8086,84,26,5.75,296.48
1653636245,Bairiki Village,1.3292,172.9752,78,75,2.06,300.15
1653636245,Esim,4.8699,-2.2405,88,97,1.45,297.81
1653636246,Wum,6.3833,10.0667,95,100,1.83,290.74
1653636246,Vila do Maio,15.1333,-23.2167,82,94,5.91,295.59
1653636246,Epiniana,39.1429,21.6134,39,6,1.83,298.99
1653636247,Lac du Bonnet,50.2536,-96.0612,93,53,2.92,285.02
1653636247,Dunkwa,5.9656,-1.78,98,98,0.32,295.95
1653636247,Ilhabela,-23.7781,-45.3581,71,11,1.42,293.11
1653636248,Vardø,70.3705,31.1107,93,75,9.26,277.14
1653636248,Kitgum,3.2783,32.8867,79,100,1.49,296.32
1653636248,Avera,33.194,-82.5271,95,100,4.88,293.88
1653636249,Vao,-22.6667,167.4833,79,100,5.41,296.52
1653636249,Fuxin,42.0156,121.6589,22,9,4.1,302.47
1653636249,Aksarka,66.5606,67.7975,41,100,7.52,294.69
1653636250,Benito Juarez,19.385,-99.165,49,75,4.12,292.5
1653636250,Calvià,39.5657,2.5062,62,6,3.1,294.86
1653636251,Vanimo,-2.6741,141.3028,74,100,2.32,301.24
1653636251,Zarechnyy,53.2036,45.1923,74,67,7.81,287.14
1653636252,Praia,14.9215,-23.5087,73,20,6.17,295.45
1653636252,Fortuna,40.5982,-124.1573,94,75,3.6,284.63
1653636252,Tweed,44.4751,-77.3162,97,100,4.61,291.8
1653636253,Saint-Pierre,-21.3393,55.4781,65,0,3.09,299.21
1653636253,Santa Cruz de Barahona,18.2085,-71.1008,83,100,1.4,297.8
1653636253,Keti Bandar,24.1447,67.4497,70,0,11.88,303.98
1653636254,Fonte Boa,-2.4959,-66.2662,97,95,0.85,296.05
1653636254,Altamont,42.2068,-121.7372,79,0,2.57,281.98
1653635996,Riyadh,24.6877,46.7219,11,0,6.05,307.23
1653635962,Port Augusta,-32.5,137.7667,52,10,3.0,290.79
1653636255,Canandaigua,42.8742,-77.288,86,100,0.89,294.02
1653636255,Upernavik,72.7868,-56.1549,70,100,3.7,267.72
1653636255,Camopi,3.1655,-52.3158,99,98,0.4,294.86
1653636256,Fare,-16.7,-151.0167,71,0,6.59,300.36
1653636256,Cairns,-16.9167,145.7667,69,4,5.66,299.32
1653636256,Mahébourg,-20.4081,57.7,69,20,3.6,300.51
1653636257,Walvis Bay,-22.9575,14.5053,75,0,2.82,289.02
1653636257,Sibolga,1.7427,98.7792,68,100,3.32,303.33
1653636258,Nyurba,63.2842,118.3319,34,100,3.77,284.01
1653636258,Cayenne,4.9333,-52.3333,1,100,0.0,297.09
1653636258,Mocuba,-16.8392,36.9856,73,2,1.29,296.23
1653636259,Paracelis,17.2667,121.4667,58,93,1.18,305.13
1653636259,Broome,42.2506,-75.833,81,100,4.63,293.4
1653636250,Orange,33.7,-117.7675,81,100,2.06,290.92
1653636259,Burgeo,47.6167,-57.6152,85,100,6.52,279.57
1653636260,Monywa,22.1167,95.1333,40,11,2.98,308.72
1653636260,Mumford,5.2618,-0.759,89,100,1.0,297.7
1653636261,Humaitá,-7.5061,-63.0208,82,100,0.21,297.09
1653636261,Plettenberg Bay,-34.0527,23.3716,77,5,1.55,288.68
1653636261,Kismayo,-0.3582,42.5454,73,100,6.66,301.54
1653636262,Tezu,27.9167,96.1667,72,30,1.34,303.05
1653636262,Urengoy,65.9667,78.3667,24,8,4.96,290.45
1653636263,Pala,9.3642,14.9046,59,100,3.64,300.44
1653636263,Opuwo,-18.0607,13.84,31,0,2.38,291.63
1653636263,Comodoro Rivadavia,-45.8667,-67.5,49,0,7.72,279.07
1653636264,Soto la Marina,23.7667,-98.2167,93,63,2.19,299.14
1653636264,Along,28.1667,94.7667,58,41,1.97,304.54
1653636265,Fort Nelson,58.8053,-122.7002,71,40,1.54,280.92
1653636265,Zeya,53.75,127.2667,28,74,6.32,299.34
1653636265,Traverse City,44.7631,-85.6206,92,100,1.54,285.22
1653636266,Tanout,14.9709,8.8879,9,0,1.43,304.95
1653636266,Carutapera,-1.195,-46.02,93,15,1.98,296.22
1653636266,Inhambane,-23.865,35.3833,71,11,4.02,297.18
1653636267,San Quintín,30.4833,-115.95,90,9,4.13,288.09
1653636020,Bobrov,51.0961,40.0333,72,50,9.5,288.93
1653636267,Barra do Corda,-5.5,-45.25,95,54,0.95,293.77
1653636075,Thinadhoo,0.5333,72.9333,70,1,4.92,301.98
1653636268,Ust-Kuyga,70.0167,135.6,68,100,2.84,274.1
1653636268,Kasongo-Lunda,-6.4667,16.8167,76,43,0.32,296.64
1653636269,Port Lincoln,-34.7333,135.8667,57,94,4.89,288.04
1653636269,Bukama,-9.2,25.85,40,13,1.53,297.33
1653636269,Qaqortoq,60.7167,-46.0333,98,100,0.93,274.21
1653636270,Berlevåg,70.8578,29.0864,81,100,7.72,278.15
1653636270,Kedrovyy,56.1667,91.8167,34,97,3.18,290.38
1653636270,Helong,42.5397,128.9972,65,57,1.9,287.72
1653636271,Amazar,53.858,120.875,47,92,5.2,292.21
1653636271,Fernie,49.5,-115.0687,95,100,1.12,285.2
1653636272,Wainwright,52.839,-110.8572,67,90,3.83,283.74
1653636272,Ixtapa,20.7,-105.2,88,40,0.0,296.72
1653636272,Ostrów Wielkopolski,51.655,17.8069,95,100,5.79,286.16
1653636273,Koshurnikovo,54.1667,93.3,30,82,1.28,294.44
1653636273,Juazeiro,-9.4117,-40.4986,88,75,3.6,295.25
1653636273,Nouadhibou,20.931,-17.0347,94,5,4.12,291.14
1653636274,Hauge i Dalane,58.3436,6.2812,78,59,8.48,280.76
1653636274,Port Blair,11.6667,92.75,79,75,5.66,303.17
1653636275,Abu Kamal,34.4506,40.9171,12,0,2.24,303.67
1653636275,Union,40.6334,-74.2663,92,100,2.06,292.58
1653636275,Paamiut,61.994,-49.6678,95,100,4.41,271.43
1653636276,Bowen,-20.0167,148.2333,68,25,3.78,296.19
1653636276,Cutervo,-6.379,-78.8157,95,60,1.65,281.86
1653636276,Xixiang,35.1628,112.865,14,100,5.2,307.06
1653636277,Lamar,33.6668,-95.5836,94,0,1.54,287.1
1653636277,Faanui,-16.4833,-151.75,74,0,8.02,300.0
1653636277,Khanbari,27.3747,87.2039,46,69,2.28,301.32
1653636278,Omboué,-1.5746,9.2618,89,100,1.94,296.39
1653636278,Yangambi,0.8102,24.4336,71,99,1.26,298.8
1653636279,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,96,100,1.51,286.48
1653636279,Forsytheganj,52.6333,29.7333,57,1,7.99,287.25
1653636279,Pacific Grove,36.6177,-121.9166,89,75,3.13,287.6
1653636280,Yuzhno-Kurilsk,44.0306,145.8556,90,100,4.74,283.86
1653636280,Villazón,-22.0866,-65.5942,14,80,3.9,275.78
1653636281,Balabac,7.9868,117.0645,79,100,5.16,301.35
1653636281,Sovetskiy,61.3614,63.5842,92,100,6.96,279.76
1653636281,Sebastian,35.1668,-94.2669,98,14,2.17,285.46
1653636282,Kahului,20.8947,-156.47,71,40,5.66,297.51
1653636282,Chauk,20.8833,94.8167,33,3,2.94,309.64
1653636283,Faya,18.3851,42.4509,18,0,3.08,301.21
1653636090,Mackay,-21.15,149.2,72,0,4.1,295.75
1653636283,Marzuq,14.4,46.4667,10,0,2.57,306.05
1653636284,Ambilobe,-13.2,49.05,54,46,0.63,302.88
1653636284,Rawson,-43.3002,-65.1023,64,5,4.37,277.12
1653636284,San Cristobal,7.7669,-72.225,96,100,1.08,292.01
1653636285,Bocaiúva,-17.1078,-43.815,96,85,1.86,286.12
1653636285,Nador,35.174,-2.9287,77,40,1.54,293.29
1653636285,Usinsk,65.9939,57.5281,65,100,3.53,282.84
1653636286,Saldanha,-33.0117,17.9442,73,0,2.26,285.18
1653636286,Iskateley,67.6803,53.1512,66,100,5.81,284.82
1653636286,Methóni,36.8197,21.7049,50,1,1.89,297.77
1653636272,Lima,-12.0432,-77.0282,85,100,3.6,287.54
1653636287,Palafrugell,41.9174,3.1631,39,25,5.36,294.51
1653636287,Sobolevo,54.4299,31.8996,85,100,6.54,282.75
1653636288,Seddon,-37.8068,144.8916,80,20,2.57,288.65
1653636017,Kachīry,53.0675,76.1036,32,0,6.99,300.57
1653636219,Aktau,43.65,51.2,54,100,4.49,295.47
1653636288,Tétouan,35.5711,-5.3724,73,75,3.6,292.58
1653636289,Port Hedland,-20.3167,118.5667,51,95,6.17,302.18
1653636289,Maniitsoq,65.4167,-52.9,78,100,4.24,272.31
1653636290,Payo,-3.7508,103.6372,50,95,1.02,306.72
1653636290,Fengcheng,40.4536,124.0717,33,0,4.11,300.07
1653636290,Sept-Îles,50.2001,-66.3821,94,100,6.69,279.85
1653636291,Prince George,53.9166,-122.753,81,0,4.12,282.84
1653636291,Camabatela,-8.1881,15.375,67,5,1.03,292.82
1653636291,Mount Isa,-20.7333,139.5,24,0,6.17,299.02
1653636292,Ginda,30.6945,78.4932,34,94,1.94,299.58
1653636292,Otradnoye,59.7775,30.8181,84,100,3.04,285.95
1653636293,Yakovlevka,44.425,133.4772,62,100,3.17,290.58
1653636293,Umm Kaddadah,13.6017,26.6876,6,0,6.25,305.49
1653636293,Tapiramutá,-11.8472,-40.7914,92,98,2.48,288.8
1653636294,Morondava,-20.2833,44.2833,57,0,1.24,297.55
1653636294,Ketchikan,55.3422,-131.6461,71,0,2.57,284.41
1653636294,Gawler,-34.6,138.7333,87,38,2.71,288.29
1653636295,Plaster Rock,46.9065,-67.39,96,100,3.57,283.48
1653636295,Mamontovo,52.7055,81.6244,34,0,3.46,301.33
1653636296,Terme,41.2092,36.9739,60,20,4.25,294.11
1653636296,Progreso,21.2833,-89.6667,85,50,3.27,297.65
1653636296,Dryden,49.7833,-92.7503,71,0,3.09,283.31
1653636297,Mānsa,29.9833,75.3833,15,0,1.73,315.32
1653636297,Kuandian,40.7286,124.7847,48,49,0.85,296.34
1653636297,Tuatapere,-46.1333,167.6833,87,1,1.82,279.68
1653636298,Esso,55.9333,158.7,100,100,1.3,276.83
1653636298,Michigan City,41.7075,-86.895,94,100,0.0,291.44
1653636299,Coyhaique,-45.5752,-72.0662,93,0,3.09,273.12
1653636299,Sakakah,29.9697,40.2064,15,0,5.67,305.91
1653636299,Klaksvík,62.2266,-6.589,79,13,6.58,282.66
1653636300,Kingsville,27.5159,-97.8561,95,0,3.09,297.29
1653636300,Carbonia,39.1672,8.5222,81,99,1.18,292.51
1653636301,Punganūru,13.3667,78.5833,33,31,5.77,306.22
1653636301,Puerto Escondido,15.85,-97.0667,87,100,3.28,299.7
1653636302,Yeppoon,-23.1333,150.7333,76,31,1.97,297.03
1653636302,Barra Patuca,15.8,-84.2833,87,60,3.92,298.68
1653636303,Pangody,65.85,74.4859,28,9,8.01,292.71
1653636303,Lithgow,-33.4833,150.15,81,88,0.48,284.42
1653636304,Juneau,58.3019,-134.4197,89,20,0.45,282.1
1653636304,Yarim,14.298,44.3779,20,0,1.02,294.38
1653636182,Sharjah city,25.3573,55.4033,28,0,5.14,310.31
1653636305,Altay,47.8667,88.1167,51,100,2.38,296.49
1653636305,Mount Gambier,-37.8333,140.7667,91,100,2.31,284.94
1653636306,Lata,40.1629,-8.3327,51,74,2.32,295.97
1653636306,Great Yarmouth,52.6083,1.7305,69,11,8.39,287.08
1653636306,Muisne,0.6,-80.0333,91,99,3.58,297.77
1653636307,Arlit,18.7369,7.3853,9,4,3.96,306.89
1653636307,Luna,10.9667,123.2333,71,87,3.86,302.52
1653636308,Cam Ranh,11.9214,109.1591,49,20,2.06,308.13
1653636308,Malakal,9.5334,31.6605,40,86,3.02,305.42
1653636308,Onalaska,43.8844,-91.2351,87,75,3.6,285.83
1653636309,Kangaatsiaq,68.3065,-53.4641,61,93,4.57,269.82
1653636309,General Roca,-39.0333,-67.5833,78,0,1.51,274.61
1653636309,Kamaishi,39.2667,141.8833,99,100,4.37,288.46
1653636135,Sørland,67.667,12.6934,89,100,1.66,282.07
1653636310,Oeiras,-7.0253,-42.1311,69,100,4.12,297.3
1653636310,Berbera,10.4396,45.0143,51,100,2.27,306.53
1653636311,Boromlya,50.6184,34.9704,61,7,8.89,288.88
1653636311,Beipiao,41.7919,120.7792,12,89,1.82,304.66
1653636311,Zaoyang,32.1272,112.7542,57,100,2.42,298.3
1653636312,Ibaiti,-23.8486,-50.1878,86,99,1.4,284.63
1653636188,Banda Aceh,5.5577,95.3222,65,100,6.27,303.19
1653636240,Maceió,-9.6658,-35.7353,94,75,5.14,295.84
1653636312,Ankazoabo,-22.2833,44.5167,54,3,4.99,296.93
1653636313,Agirish,61.9247,63.0231,94,100,5.92,278.77
1653636313,Buala,-8.145,159.5921,83,100,1.62,299.64
1653636313,Dingle,10.9995,122.6711,73,100,3.44,302.2
1653636314,Bacolod City,10.6667,122.95,76,98,4.12,300.97
1653636314,La Asuncion,11.0333,-63.8628,100,100,4.63,292.0
1653636315,Vaitape,-16.5167,-151.75,74,0,8.08,300.06
1653636315,Port Pirie,-33.1833,138.0167,62,0,2.0,289.35
1653636315,Honningsvåg,70.9821,25.9704,87,100,7.72,279.01
1653636316,Manono,-7.3,27.4167,40,44,1.88,299.73
1653636316,Kidal,18.4411,1.4078,19,25,3.5,306.88
1653636316,Nouakchott,18.0858,-15.9785,82,26,3.43,293.11
1653636317,Tatarsk,55.219,75.9828,40,10,6.49,297.94
1653636317,Rodnikovo,45.043,33.9541,58,12,2.85,293.2
1653636317,Nowy Dwór Mazowiecki,52.4302,20.7165,91,75,4.12,288.9
1653636318,Marabu,4.4148,114.0089,89,40,3.09,299.23
1653636318,Kuragino,53.8975,92.6725,31,17,2.78,294.89
1653636319,Marrakesh,31.6315,-8.0083,56,20,3.09,295.19
1653636319,Pochutla,15.7432,-96.4661,90,100,2.67,299.16
1653636319,Shurugwi,-19.6702,30.0059,50,0,3.41,288.72
1653636320,Belūr,13.1667,75.8667,43,11,4.27,301.29
1653636320,Kununurra,-15.7667,128.7333,18,15,3.09,306.14
1653636320,Lenoir,35.2335,-77.6497,97,75,2.57,295.51
1653636321,San Vicente,-26.6167,-54.1333,76,43,1.68,289.04
1653636321,Dubbo,-32.25,148.6167,82,75,1.54,289.22
1653636322,Ternate,0.8,127.4,75,100,1.8,301.38
1653636033,Kupang,-10.1667,123.5833,58,7,4.0,302.79
1653636322,Nakambala,-15.8324,27.7799,40,0,1.94,294.85
1653636314,Nhulunbuy,-12.2333,136.7667,61,40,7.72,302.49
1653636323,Måløy,61.9353,5.1136,83,36,2.02,282.44
1653636323,Kintampo,8.0563,-1.7306,94,100,2.22,294.47
1653636323,Moramanga,-18.9333,48.2,61,5,1.77,296.12
1653636324,Mahajanga,-15.7167,46.3167,55,0,1.03,304.16
1653636324,Heishan,41.6892,122.1128,26,2,3.76,301.5
1653636324,San Jerónimo,-11.9472,-75.2829,79,76,1.35,281.11
1653636325,Dudinka,69.4058,86.1778,97,100,1.41,277.0
1653636325,Günzburg,48.45,10.2667,79,8,4.58,290.21
1653636325,Mandalgovi,45.7625,106.2708,29,91,9.51,294.46
1653636254,Lafayette,30.2335,-92.0668,83,0,2.57,296.11
1653636326,Ouégoa,-20.35,164.4333,80,100,2.99,297.74
1653636327,Luanda,-8.8368,13.2343,83,75,1.54,295.15
1653636327,Chyhyryn,49.0838,32.6555,64,12,6.47,291.21
1653636327,Port Hardy,50.6996,-127.4199,100,75,4.12,283.25
1653636328,Batagay,67.6333,134.6333,37,46,2.25,280.9
1653636328,Biswān,27.5,81.0,17,0,2.58,313.11
1653636328,Kolosovka,56.4678,73.611,56,100,6.94,295.73
1653636329,Gumdag,39.2061,54.5906,30,0,1.15,295.68
1653636329,Laguna,38.421,-121.4238,82,0,5.14,289.9
1653636329,Sumbe,-11.2061,13.8437,82,8,1.22,295.42
1653636330,Alofi,-19.0595,-169.9187,94,58,1.54,296.09
1653636330,Praia da Vitória,38.7333,-27.0667,94,40,5.87,290.79
1653636331,Patea,-39.7583,174.4833,88,0,2.51,281.87
1653636331,Venado Tuerto,-33.7456,-61.9688,89,47,1.7,279.58
1653636332,Dhanwār,24.4167,85.9833,19,15,5.98,311.2
1653636064,Duluth,46.7833,-92.1066,92,0,2.57,281.68
1653636332,Bac Lieu,9.285,105.7244,76,100,6.64,301.74
1653636332,Paraíso,9.8383,-83.8656,96,78,0.37,291.16
1653636333,Santa Rosa,14.3122,121.1114,65,84,0.26,309.14
1653636333,Corinth,37.9407,22.9573,46,5,1.08,300.6
1653636320,Santa Ana,33.7456,-117.8678,79,100,1.54,290.77
1653636334,Shingū,33.7333,135.9833,48,97,2.12,298.58
1653636334,Andijan,40.7821,72.3442,30,0,2.06,302.03
1653636334,Roald,62.5833,6.1333,81,75,3.09,283.8
1653636335,Bikaner,28.0167,73.3,24,0,8.16,313.15
1653636335,Hammerfest,70.6634,23.6821,53,0,5.66,283.4
1653636336,Mattru,7.6244,-11.8332,98,28,1.12,296.04
1653636336,Zuénoula,7.4292,-6.0431,99,100,1.55,295.46
1653636337,Mitsamiouli,-11.3847,43.2844,67,5,5.45,300.4
1653636337,Alto Lucero,19.6167,-96.7167,92,87,1.47,294.01
1653636337,Bam,29.106,58.357,10,0,9.7,306.63
1653636338,Biak,-0.9131,122.8766,79,100,3.17,300.13
1653636338,Gobabis,-22.45,18.9667,21,0,5.31,291.04
1653636338,Tarata,-17.6167,-66.0167,81,0,1.94,281.86
1653636339,Ha Tinh,18.3333,105.9,60,96,2.43,306.58
1653636339,Tartagal,-22.5164,-63.8013,96,100,0.45,286.6
1653636339,Suicheng,33.8963,117.9331,17,100,3.76,306.49
